category,personName,country,city,source,industries,countryOfCitizenship,organization,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,gdp_country
Finance & Investments,Dirk Ziff,United States,North Palm Beach,Investments,Finance & Investments,United States,,U,M,1964-04-01 00:00:00,Ziff,Dirk,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Finance & Investments,Robert Ziff,United States,New York,Investments,Finance & Investments,United States,,U,M,1966-08-12 00:00:00,Ziff,Robert,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Logistics,Maria Angelicoussis,Greece,,Shipping,Logistics,Greece,,N,F,1982-02-18 00:00:00,Angelicoussis,Maria,,2023-04-04 05:01:00,,,"$209,852,761,469 "
Energy,Ray Lee Hunt,United States,Dallas,"Oil, real estate",Energy,United States,,D,M,1943-04-06 00:00:00,Hunt,Ray Lee,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Logistics,Lai Meisong,China,Shanghai,Package delivery,Logistics,China,,U,M,1970-12-01 00:00:00,Lai,Meisong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Automotive,Vikram Lal & family,India,Delhi,Motorcycles,Automotive,India,,U,M,1942-03-05 00:00:00,Lal,Vikram,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Ken Langone,United States,Sands Point,Investments,Finance & Investments,United States,,D,M,1935-09-16 00:00:00,Langone,Ken,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Healthcare,Li Ge,China,Shanghai,Pharmaceutical ingredients,Healthcare,United States,,Split Family Fortune,M,1967-01-01 00:00:00,Li,Ge,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Finance & Investments,Karen Pritzker,United States,Branford,"Hotels, investments",Finance & Investments,United States,,D,F,1958-01-07 00:00:00,Pritzker,Karen,,2023-04-04 05:01:00,Connecticut,Northeast,"$21,427,700,000,000 "
Service,Robert Rowling,United States,Dallas,"Hotels, investments",Service,United States,,U,M,1953-09-26 00:00:00,Rowling,Robert,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Gambling & Casinos,Teddy Sagi,Israel,Tel Aviv,Gambling software,Gambling & Casinos,Israel,,E,M,1971-11-01 00:00:00,Sagi,Teddy,,2023-04-04 05:01:00,,,"$395,098,666,122 "
Healthcare,Seo Jung-jin,South Korea,Seoul,Biotech,Healthcare,South Korea,Celltrion Inc.,D,M,1957-10-23 00:00:00,Seo,Jung-jin,,2023-04-04 05:01:00,,,"$2,029,000,000,000 "
Automotive,Wu Jianshu,China,Ningbo,Auto parts,Automotive,Hong Kong,,D,M,1964-01-01 00:00:00,Wu,Jianshu,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Service,Micky Arison,United States,Bal Harbour,Carnival Cruises,Service,United States,Carnival Corp.,D,M,1949-06-29 00:00:00,Arison,Micky,Chairman and CEO,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Media & Entertainment,James Chambers,United States,Palisades,"Media, automotive",Media & Entertainment,United States,,U,M,1957-04-12 00:00:00,Chambers,James,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Technology,Pierre Chen,Taiwan,Taipei,Electronics,Technology,Taiwan,,U,M,1956-09-28 00:00:00,Chen,Pierre,,2023-04-04 05:01:00,,,
Technology,John Collison,United States,San Francisco,Payments software,Technology,Ireland,Stripe,D,M,1990-08-06 00:00:00,Collison,John,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Technology,Patrick Collison,United States,San Francisco,Payment software,Technology,Ireland,Stripe,D,M,1988-09-09 00:00:00,Collison,Patrick,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Manufacturing,Archie Aldis Emmerson & family,United States,Redding,"Timberland, lumber mills",Manufacturing,United States,,U,M,1929-04-10 00:00:00,Emmerson,Archie Aldis,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Automotive,Piero Ferrari,Italy,Modena,Automobiles,Automotive,Italy,,U,M,1945-05-22 00:00:00,Ferrari,Piero,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Automotive,Dan Friedkin,United States,Houston,Toyota dealerships,Automotive,United States,Gulf States Toyota,U,M,1965-02-27 00:00:00,Friedkin,Dan,owner and ceo,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Diversified,James Irving,Canada,Saint John,Diversified,Diversified,Canada,,U,M,1928-03-20 00:00:00,Irving,James,,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Manufacturing,Jiang Weiping & family,China,Chengdu,Chemicals,Manufacturing,China,,D,M,1955-03-01 00:00:00,Jiang,Weiping,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Healthcare,Wolfgang Marguerre & family,Germany,Heidelberg,Pharmaceuticals,Healthcare,Germany,,U,M,1941-06-04 00:00:00,Marguerre,Wolfgang,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Finance & Investments,Ludwig Merckle,Germany,Ulm,Pharmaceuticals,Finance & Investments,Germany,,D,M,1965-01-01 00:00:00,Merckle,Ludwig,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Manufacturing,Mitchell Rales,United States,Potomac,"Manufacturing, investments",Manufacturing,United States,,D,M,1956-08-21 00:00:00,Rales,Mitchell,,2023-04-04 05:01:00,Maryland,South,"$21,427,700,000,000 "
Media & Entertainment,Katharine Rayner,United States,East Hampton,"Media, automotive",Media & Entertainment,United States,,U,F,1945-01-12 00:00:00,Rayner,Katharine,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,Jean Salata,Hong Kong,Hong Kong,Finance,Finance & Investments,Chile,,U,M,1965-12-01 00:00:00,Salata,Jean,,2023-04-04 05:01:00,,,
Finance & Investments,Paul Singer,United States,New York,Hedge funds,Finance & Investments,United States,Elliott Management,U,M,1944-08-22 00:00:00,Singer,Paul,Investor,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Healthcare,Sergio Stevanato & family,Italy,Venice,Medical packaging,Healthcare,Italy,,U,M,1943-03-20 00:00:00,Stevanato,Sergio,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Media & Entertainment,Margaretta Taylor,United States,Southampton,"Media, automotive",Media & Entertainment,United States,,U,F,1942-04-15 00:00:00,Taylor,Margaretta,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Technology,Richard White,Australia,Sydney,Software,Technology,Australia,,U,M,1955-04-01 00:00:00,White,Richard,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Diversified,Zhao Yan,China,Beijing,Biotech,Diversified,China,,D,F,1967-01-01 00:00:00,Zhao,Yan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Fashion & Retail,Patrizio Bertelli,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,U,M,1946-01-01 00:00:00,Bertelli,Patrizio,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Manufacturing,Mahendra Choksi & family,India,Mumbai,Paints,Manufacturing,India,,D,M,1941-04-19 00:00:00,Choksi,Mahendra,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Mat Ishbia,United States,Bloomfield Hills,Mortgage lender,Finance & Investments,United States,,U,M,1980-01-06 00:00:00,Ishbia,Mat,,2023-04-04 05:01:00,Michigan,Midwest,"$21,427,700,000,000 "
Technology,Leo Koguan,Singapore,Singapore,IT provider,Technology,United States,,D,M,1955-02-15 00:00:00,Koguan,Leo,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Diversified,Miao Hangen,China,Suzhou,"Textiles, petrochemicals",Diversified,China,,D,M,1965-01-01 00:00:00,Miao,Hangen,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Michael Pieper,Switzerland,Lucerne,Kitchen appliances,Manufacturing,Switzerland,Artemis Real Estate Partners,U,M,1946-02-05 00:00:00,Pieper,Michael,CEO of Artemis Group,2023-04-04 05:01:00,,,"$703,082,435,360 "
Fashion & Retail,Miuccia Prada,Italy,Milan,Luxury goods,Fashion & Retail,Italy,Prada,U,F,1949-05-10 00:00:00,Prada,Miuccia,"CEO, Fashion Designer",2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Fashion & Retail,Wolfgang Reimann,Germany,Passau,Consumer goods,Fashion & Retail,Germany,,D,M,1952-10-04 00:00:00,Reimann,Wolfgang,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Fashion & Retail,Matthias Reimann-Andersen,Germany,Munich,Consumer goods,Fashion & Retail,Germany,,D,M,1965-03-30 00:00:00,Reimann-Andersen,Matthias,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Fashion & Retail,Stefan Reimann-Andersen,Austria,Vienna,Consumer goods,Fashion & Retail,Germany,,D,M,1963-07-13 00:00:00,Reimann-Andersen,Stefan,,2023-04-04 05:01:00,,,"$446,314,739,528 "
Fashion & Retail,Renate Reimann-Haas,Austria,Vienna,Consumer goods,Fashion & Retail,Germany,,D,F,1951-10-08 00:00:00,Reimann-Haas,Renate,,2023-04-04 05:01:00,,,"$446,314,739,528 "
Finance & Investments,Todd Boehly,United States,Darien,Finance,Finance & Investments,United States,,U,M,1973-09-20 00:00:00,Boehly,Todd,,2023-04-04 05:01:00,Connecticut,Northeast,"$21,427,700,000,000 "
Real Estate,Rick Caruso,United States,Los Angeles,Real estate,Real Estate,United States,,U,M,1959-01-07 00:00:00,Caruso,Rick,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Manufacturing,Ibrahim Erdemoglu,Turkey,Istanbul,Carpet,Manufacturing,Turkey,,U,M,1962-09-26 00:00:00,Erdemoglu,Ibrahim,,2023-04-04 05:01:00,,,"$754,411,708,203 "
Finance & Investments,Elizabeth Johnson,United States,Boston,Fidelity,Finance & Investments,United States,,U,F,1963-05-07 00:00:00,Johnson,Elizabeth,,2023-04-04 05:01:00,Massachusetts,Northeast,"$21,427,700,000,000 "
Finance & Investments,Douglas Leone,United States,Atherton,Venture capital,Finance & Investments,United States,Sequoia,D,M,1957-07-04 00:00:00,Leone,Douglas,Global Managing Partner,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Diversified,Prajogo Pangestu,Indonesia,Jakarta,Petrochemicals,Diversified,Indonesia,,D,M,1944-05-13 00:00:00,Pangestu,Prajogo,,2023-04-04 05:01:00,,,"$1,119,190,780,753 "
Finance & Investments,Thomas Pritzker,United States,Chicago,"Hotels, investments",Finance & Investments,United States,Hyatt Hotels,U,M,1950-06-06 00:00:00,Pritzker,Thomas,Executive Chairman,2023-04-04 05:01:00,Illinois,Midwest,"$21,427,700,000,000 "
Food & Beverage,Lynda Resnick,United States,Beverly Hills,Agriculture,Food & Beverage,United States,,Split Family Fortune,F,1943-01-02 00:00:00,Resnick,Lynda,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Food & Beverage,Stewart Resnick,United States,Beverly Hills,Agriculture,Food & Beverage,United States,,Split Family Fortune,M,1936-12-24 00:00:00,Resnick,Stewart,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Service,Gary Rollins,United States,Atlanta,Pest control,Service,United States,,E,M,1944-08-30 00:00:00,Rollins,Gary,,2023-04-04 05:01:00,Georgia,South,"$21,427,700,000,000 "
Finance & Investments,Mark Walter,United States,Chicago,"Finance, asset management",Finance & Investments,United States,Guggenheim Partners LLC,U,M,1960-05-22 00:00:00,Walter,Mark,CEO,2023-04-04 05:01:00,Illinois,Midwest,"$21,427,700,000,000 "
Manufacturing,Ronald Wanek,United States,Saint Petersburg,Furniture,Manufacturing,United States,,D,M,1941-05-19 00:00:00,Wanek,Ronald,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Food & Beverage,Erich Wesjohann & family,Germany,Visbek,Poultry genetics,Food & Beverage,Germany,,D,M,1945-06-02 00:00:00,Wesjohann,Erich,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Fashion & Retail,M.A. Yusuff Ali,United Arab Emirates,Abu Dhabi,Retail,Fashion & Retail,India,,D,M,1955-11-15 00:00:00,Yusuff Ali,M.A.,,2023-04-04 05:01:00,,,"$421,142,267,938 "
Finance & Investments,Alexandre Behring,United States,Greenwich,Investments,Finance & Investments,Brazil,,U,M,1967-02-20 00:00:00,Behring,Alexandre,,2023-04-04 05:01:00,Connecticut,Northeast,"$21,427,700,000,000 "
Food & Beverage,Cheng Xue,China,Foshan,Soy sauce,Food & Beverage,China,,D,F,1970-02-26 00:00:00,Cheng,Xue,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Robert Faith,United States,Charleston,Real estate management,Real Estate,United States,,N,M,1963-10-03 00:00:00,Faith,Robert,,2023-04-04 05:01:00,South Carolina,South,"$21,427,700,000,000 "
Fashion & Retail,Gao Dekang & family,China,Changshu,Apparel,Fashion & Retail,China,,U,M,1952-02-01 00:00:00,Gao,Dekang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Fashion & Retail,Micky Jagtiani,United Arab Emirates,Dubai,Retail,Fashion & Retail,India,,U,M,1951-09-28 00:00:00,Jagtiani,Micky,,2023-04-04 05:01:00,,,"$421,142,267,938 "
Telecom,Ananda Krishnan,Malaysia,Kuala Lumpur,"Telecoms, media, oil-services",Telecom,Malaysia,,D,M,1938-04-01 00:00:00,Krishnan,Ananda,,2023-04-04 05:01:00,,,"$364,701,517,788 "
Technology,Barry Lam,Taiwan,Taipei,Electronics,Technology,Taiwan,,D,M,1949-04-24 00:00:00,Lam,Barry,,2023-04-04 05:01:00,,,
Food & Beverage,"Robert Rich, Jr.",United States,Islamorada,Frozen foods,Food & Beverage,United States,,U,M,1941-01-25 00:00:00,Rich,Robert,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Gambling & Casinos,Mark Scheinberg,United Kingdom,Isle of Man,Online gambling,Gambling & Casinos,Canada,,D,M,1973-12-27 00:00:00,Scheinberg,Mark,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Technology,Charles Simonyi,United States,Medina,Microsoft,Technology,United States,,D,M,1948-09-10 00:00:00,Simonyi,Charles,,2023-04-04 05:01:00,Washington,West,"$21,427,700,000,000 "
Real Estate,Ty Warner,United States,Oak Brook,"Plush toys, real estate",Real Estate,United States,,U,M,1944-09-03 00:00:00,Warner,Ty,,2023-04-04 05:01:00,Illinois,Midwest,"$21,427,700,000,000 "
Real Estate,Sam Zell,United States,Chicago,"Real estate, private equity",Real Estate,United States,,D,M,1941-09-28 00:00:00,Zell,Sam,,2023-04-04 05:01:00,Illinois,,"$21,427,700,000,000 "
Manufacturing,Fang Wei,China,Beijing,Steel,Manufacturing,China,,U,M,1973-09-04 00:00:00,Fang,Wei,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Finance & Investments,Rekha Jhunjhunwala,India,Mumbai,Investments,Finance & Investments,India,,N,F,1963-09-12 00:00:00,Jhunjhunwala,Rekha,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Charles B. Johnson,United States,Palm Beach,Franklin Templeton,Finance & Investments,United States,Franklin Resources Inc.,E,M,1933-01-06 00:00:00,Johnson,Charles B.,Former Chairman and CEO,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Media & Entertainment,Kwon Hyuk-bin,South Korea,Seoul,Online games,Media & Entertainment,South Korea,Smilegate Holdings,D,M,1974-01-01 00:00:00,Kwon,Hyuk-bin,,2023-04-04 05:01:00,,,"$2,029,000,000,000 "
Finance & Investments,Sami Mnaymneh,United States,Miami Beach,Private equity,Finance & Investments,United States,,U,M,1961-07-13 00:00:00,Mnaymneh,Sami,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Logistics,Kjell Inge Rokke,Norway,Vettre,"Shipping, seafood",Logistics,Norway,,D,M,1958-10-25 00:00:00,Rokke,Kjell Inge,,2023-04-04 05:01:00,,,"$403,336,363,636 "
Finance & Investments,Tony Tamer,United States,New York,Private equity,Finance & Investments,United States,,U,M,1957-10-12 00:00:00,Tamer,Tony,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Healthcare,Tse Ping & family,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,China,,D,M,1952-01-03 00:00:00,Tse,Ping,,2023-04-04 05:01:00,,,
Technology,Romesh T. Wadhwani,United States,Palo Alto,Software,Technology,United States,Symphony Technology Group,U,M,1947-08-25 00:00:00,Wadhwani,Romesh T.,Founder and Chairman,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Healthcare,Hansjoerg Wyss,United States,Wilson,Medical devices,Healthcare,Switzerland,,U,M,1935-01-01 00:00:00,Wyss,Hansjoerg,,2023-04-04 05:01:00,Wyoming,South,"$21,427,700,000,000 "
Sports,Denise York & family,United States,Youngstown,San Francisco 49ers,Sports,United States,San Francisco 49ers,U,F,1950-10-21 00:00:00,York,Denise,Co-Chairman,2023-04-04 05:01:00,Ohio,Midwest,"$21,427,700,000,000 "
Finance & Investments,Ron Baron,United States,New York,Money management,Finance & Investments,United States,,U,M,1943-05-23 00:00:00,Baron,Ron,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Energy,Robert Bass,United States,Fort Worth,"Oil, investments",Energy,United States,,D,M,1948-03-19 00:00:00,Bass,Robert,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Healthcare,Dona Bertarelli,Switzerland,Gstaad,Biotech and investments,Healthcare,Switzerland,,U,F,1968-01-01 00:00:00,Bertarelli,Dona,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Finance & Investments,Alexander Gerko,United Kingdom,London,Trading,Finance & Investments,United Kingdom,,N,M,1979-12-03 00:00:00,Gerko,Alexander,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Technology,Martin Haefner,Switzerland,Zurich,"Software, investments",Technology,Switzerland,,U,M,1954-01-01 00:00:00,Haefner,Martin,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Telecom,"Robert Hale, Jr.",United States,Boston,Telecom,Telecom,United States,,U,M,1966-07-08 00:00:00,Hale,Robert,,2023-04-04 05:01:00,Massachusetts,Northeast,"$21,427,700,000,000 "
Healthcare,Viktor Kharitonin,Russia,Moscow,Pharmaceuticals,Healthcare,Russia,,U,M,1972-11-20 00:00:00,Kharitonin,Viktor,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Technology,Kim Beom-su,South Korea,Seoul,Online services,Technology,South Korea,,D,M,1966-03-27 00:00:00,Kim,Beom-su,,2023-04-04 05:01:00,,,"$2,029,000,000,000 "
Fashion & Retail,Jane Lauder,United States,New York,Estée Lauder,Fashion & Retail,United States,,D,F,1973-01-01 00:00:00,Lauder,Jane,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Fashion & Retail,Michel Leclercq & family,France,Lille,Sporting goods,Fashion & Retail,France,,U,M,1939-05-27 00:00:00,Leclercq,Michel,,2023-04-04 05:01:00,,,"$2,715,518,274,227 "
Media & Entertainment,George Lucas,United States,San Anselmo,Star Wars,Media & Entertainment,United States,,D,M,1944-05-14 00:00:00,Lucas,George,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Sports,Janice McNair,United States,Houston,"Energy, sports",Sports,United States,,U,F,1936-09-30 00:00:00,McNair,Janice,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Healthcare,Ugur Sahin,Germany,Mainz,Biotechnology,Healthcare,Germany,,D,M,1965-09-19 00:00:00,Sahin,Ugur,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Real Estate,Alexandra Schoerghuber & family,Germany,Munich,Real estate,Real Estate,Germany,,U,F,1958-07-24 00:00:00,Schoerghuber,Alexandra,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Healthcare,Thomas Straumann,Switzerland,Basel,Dental implants,Healthcare,Switzerland,,D,M,1963-07-22 00:00:00,Straumann,Thomas,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Food & Beverage,Murat Ulker,Turkey,Istanbul,Food,Food & Beverage,Turkey,,U,M,1959-03-23 00:00:00,Ulker,Murat,,2023-04-04 05:01:00,,,"$754,411,708,203 "
Fashion & Retail,Chip Wilson,Canada,Vancouver,Lululemon,Fashion & Retail,Canada,Lululemon,D,M,1957-01-01 00:00:00,Wilson,Chip,Chairman,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Real Estate,Zhu Yan & family,China,Beijing,Real estate,Real Estate,China,,U,F,,Zhu,Yan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Jim Davis & family,United States,Newton,New Balance,Manufacturing,United States,New Balance,D,M,1943-05-17 00:00:00,Davis,Jim,Chairman,2023-04-04 05:01:00,Massachusetts,Northeast,"$21,427,700,000,000 "
Healthcare,Murali Divi & family,India,Hyderabad,Pharmaceuticals,Healthcare,India,,D,M,1951-03-17 00:00:00,Divi,Murali,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Technology,Dagmar Dolby & family,United States,San Francisco,Dolby Laboratories,Technology,United States,,U,F,1941-06-28 00:00:00,Dolby,Dagmar,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Technology,Marcos Galperin,Argentina,Buenos Aires,E-commerce,Technology,Argentina,,U,M,,Galperin,Marcos,,2023-04-04 05:01:00,,,"$449,663,446,954 "
Service,Tom Golisano,United States,Naples,Payroll services,Service,United States,,D,M,1941-11-14 00:00:00,Golisano,Tom,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Finance & Investments,Jonathan Gray,United States,New York,Investments,Finance & Investments,United States,,D,M,1970-02-04 00:00:00,Gray,Jonathan,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,Bidzina Ivanishvili,Georgia,Tbilisi,Investments,Finance & Investments,Georgia,,U,M,1956-02-18 00:00:00,Ivanishvili,Bidzina,,2023-04-04 05:01:00,,,"$17,743,195,770 "
Metals & Mining,Lim Hariyanto Wijaya Sarwono,Indonesia,Jakarta,"Palm oil, nickel mining",Metals & Mining,Indonesia,,U,M,1928-11-01 00:00:00,Lim,Hariyanto Wijaya Sarwono,,2023-04-04 05:01:00,,,"$1,119,190,780,753 "
Healthcare,Rudolf Maag,Switzerland,Binningen,Medical devices,Healthcare,Switzerland,,D,M,1946-01-31 00:00:00,Maag,Rudolf,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Food & Beverage,Emanuele (Lino) Saputo & family,Canada,Montreal,Cheese,Food & Beverage,Canada,Saputo,U,M,1937-01-01 00:00:00,Saputo,Emanuele (Lino),Chairman,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
